constructor_standings_id,race_id,constructor_id,points,position,position_text,wins
8568,3,10,0.0,10,10,0
8571,3,6,0.0,9,9,0
8569,3,2,4.0,5,5,0
8566,3,3,3.5,8,8,0
8565,3,4,4.0,6,6,0
8564,3,7,18.5,3,3,0
8563,3,1,8.0,4,4,0
8562,3,23,36.0,1,1,2
8590,4,9,27.5,2,2,1
8589,4,2,4.0,6,6,0
8588,4,10,0.0,10,10,0
8587,4,5,4.0,7,7,0
8585,4,4,5.0,5,5,0
8583,4,1,13.0,4,4,0
8584,4,7,26.5,3,3,0
8591,4,6,3.0,9,9,0
8586,4,3,3.5,8,8,0
8582,4,23,50.0,1,1,3
8592,5,23,68.0,1,1,4
8593,5,1,13.0,4,4,0
8594,5,7,26.5,3,3,0
8595,5,4,9.0,5,5,0
8596,5,3,4.5,8,8,0
8597,5,5,4.0,9,9,0
8598,5,10,0.0,10,10,0
8599,5,2,6.0,6,6,0
8600,5,9,38.5,2,2,1
8601,5,6,6.0,7,7,0
8678,6,10,0.0,10,10,0
8679,6,2,6.0,8,8,0
8674,6,7,26.5,3,3,0
8681,6,6,17.0,4,4,0
8680,6,9,42.5,2,2,1
8677,6,5,5.0,9,9,0
8676,6,3,7.5,7,7,0
8675,6,4,11.0,6,6,0
8673,6,1,13.0,5,5,0
8672,6,23,86.0,1,1,5
8651,7,6,20.0,4,4,0
8649,7,2,8.0,8,8,0
8647,7,5,5.0,9,9,0
8645,7,4,11.0,7,7,0
8643,7,1,13.0,5,5,0
8644,7,7,32.5,3,3,0
8642,7,23,96.0,1,1,6
8650,7,9,56.5,2,2,1
8646,7,3,11.5,6,6,0
8648,7,10,0.0,10,10,0
8671,8,6,26.0,4,4,0
8669,8,2,8.0,8,8,0
8667,8,5,5.0,9,9,0
8665,8,4,11.0,7,7,0
8663,8,1,13.0,6,6,0
8664,8,7,34.5,3,3,0
8662,8,23,105.0,1,1,6
8670,8,9,74.5,2,2,2
8666,8,3,15.5,5,5,0
8668,8,10,0.0,10,10,0
8682,9,23,112.0,1,1,6
8683,9,1,14.0,6,6,0
8684,9,7,34.5,3,3,0
8685,9,4,13.0,7,7,0
8686,9,3,20.5,5,5,0
8687,9,5,5.0,9,9,0
8688,9,10,0.0,10,10,0
8689,9,2,8.0,8,8,0
8690,9,9,92.5,2,2,3
8691,9,6,32.0,4,4,0
8692,10,23,114.0,1,1,6
8693,10,1,28.0,5,5,1
8694,10,7,38.5,4,4,0
8695,10,4,13.0,7,7,0
8696,10,3,25.5,6,6,0
8697,10,5,5.0,9,9,0
8698,10,10,0.0,10,10,0
8699,10,2,8.0,8,8,0
8700,10,9,98.5,2,2,3
8701,10,6,40.0,3,3,0
8702,11,23,126.0,1,1,7
8703,11,1,41.0,4,4,1
8704,11,7,38.5,5,5,0
8705,11,4,16.0,7,7,0
8706,11,3,29.5,6,6,0
8707,11,5,5.0,9,9,0
8708,11,10,0.0,10,10,0
8709,11,2,9.0,8,8,0
8710,11,9,98.5,2,2,3
8711,11,6,46.0,3,3,0
8712,12,23,128.0,1,1,7
8713,12,1,44.0,4,4,1
8714,12,7,38.5,5,5,0
8715,12,4,16.0,8,8,0
8716,12,3,30.5,6,6,0
8717,12,5,5.0,10,10,0
8718,12,10,8.0,9,9,0
8719,12,2,18.0,7,7,0
8720,12,9,104.5,2,2,3
8721,12,6,56.0,3,3,1
8722,13,23,146.0,1,1,8
8723,13,1,47.0,4,4,1
8724,13,7,38.5,5,5,0
8725,13,4,20.0,8,8,0
8726,13,3,30.5,6,6,0
8727,13,5,5.0,10,10,0
8728,13,10,13.0,9,9,0
8729,13,2,20.0,7,7,0
8730,13,9,105.5,2,2,3
8731,13,6,62.0,3,3,1
8732,14,23,153.0,1,1,8
8733,14,1,59.0,4,4,2
8734,14,7,46.5,5,5,0
8735,14,4,26.0,7,7,0
8736,14,3,30.5,6,6,0
8737,14,5,5.0,10,10,0
8738,14,10,13.0,9,9,0
8739,14,2,21.0,8,8,0
8740,14,9,110.5,2,2,3
8741,14,6,62.0,3,3,1
8761,15,6,67.0,3,3,1
8760,15,9,120.5,2,2,4
8758,15,10,13.0,9,9,0
8757,15,5,5.0,10,10,0
8756,15,3,34.5,6,6,0
8753,15,1,65.0,4,4,2
8754,15,7,54.5,5,5,0
8752,15,23,156.0,1,1,8
8759,15,2,24.0,8,8,0
8755,15,4,26.0,7,7,0
8762,16,23,161.0,1,1,8
8763,16,1,71.0,3,3,2
8764,16,7,54.5,5,5,0
8765,16,4,26.0,8,8,0
8766,16,3,34.5,6,6,0
8767,16,5,7.0,10,10,0
8768,16,10,13.0,9,9,0
8769,16,2,32.0,7,7,0
8770,16,9,135.5,2,2,5
8771,16,6,70.0,4,4,1
13918,17,23,172.0,1,1,8
13919,17,1,71.0,3,3,2
13920,17,7,59.5,5,5,0
13921,17,4,26.0,8,8,0
13922,17,3,34.5,7,7,0
13923,17,5,8.0,10,10,0
13924,17,10,13.0,9,9,0
13925,17,2,36.0,6,6,0
13926,17,9,153.5,2,2,6
13927,17,6,70.0,4,4,1
24232,337,6,43.0,1,1,1
24233,337,1,21.0,2,2,0
24234,337,9,16.0,4,4,0
24235,337,131,18.0,3,3,0
24236,337,10,2.0,5,5,0
24237,337,3,1.0,6,6,0
24238,337,4,0.0,7,7,0
24239,337,5,0.0,8,8,0
24240,337,205,0.0,9,9,0
24241,337,15,0.0,10,10,0
24242,337,164,0.0,11,11,0
24243,337,166,0.0,12,12,0
24244,338,6,70.0,1,1,1
24245,338,1,54.0,2,2,1
24246,338,9,18.0,5,5,0
24247,338,131,29.0,3,3,0
24248,338,10,8.0,6,6,0
24249,338,3,5.0,7,7,0
24250,338,4,18.0,4,4,0
24251,338,5,0.0,8,8,0
24252,338,205,0.0,10,10,0
24253,338,15,0.0,9,9,0
24254,338,164,0.0,11,11,0
24255,338,166,0.0,12,12,0
24256,339,6,76.0,1,1,1
24257,339,1,66.0,2,2,1
24258,339,9,61.0,3,3,1
24259,339,131,44.0,4,4,0
24260,339,10,18.0,6,6,0
24261,339,3,6.0,7,7,0
24262,339,4,30.0,5,5,0
24263,339,5,2.0,8,8,0
24264,339,205,0.0,10,10,0
24265,339,15,0.0,9,9,0
24266,339,164,0.0,11,11,0
24267,339,166,0.0,12,12,0
24268,340,6,90.0,2,2,1
24269,340,1,109.0,1,1,2
24270,340,9,73.0,3,3,1
24271,340,131,60.0,4,4,0
24272,340,10,18.0,6,6,0
24273,340,3,6.0,7,7,0
24274,340,4,46.0,5,5,0
24275,340,5,2.0,8,8,0
24276,340,205,0.0,10,10,0
24277,340,15,0.0,9,9,0
24278,340,164,0.0,11,11,0
24279,340,166,0.0,12,12,0
24280,341,6,116.0,2,2,1
24281,341,1,119.0,1,1,2
24282,341,9,113.0,3,3,2
24283,341,131,72.0,4,4,0
24284,341,10,24.0,6,6,0
24285,341,3,8.0,7,7,0
24286,341,4,50.0,5,5,0
24287,341,5,3.0,8,8,0
24288,341,205,0.0,10,10,0
24289,341,15,0.0,9,9,0
24290,341,164,0.0,11,11,0
24291,341,166,0.0,12,12,0
24316,343,6,146.0,3,3,1
24315,342,166,0.0,12,12,0
24314,342,164,0.0,11,11,0
24312,342,205,0.0,10,10,0
24310,342,4,65.0,5,5,0
24307,342,131,78.0,4,4,0
24313,342,15,0.0,9,9,0
24309,342,3,8.0,7,7,0
24311,342,5,4.0,8,8,0
24308,342,10,30.0,6,6,0
24306,342,9,156.0,1,1,3
24305,342,1,129.0,3,3,2
24304,342,6,136.0,2,2,1
24317,343,1,172.0,1,1,3
24318,343,9,171.0,2,2,3
24319,343,131,100.0,4,4,0
24320,343,10,32.0,6,6,0
24321,343,3,8.0,7,7,0
24322,343,4,73.0,5,5,0
24323,343,5,4.0,8,8,0
24324,343,205,0.0,10,10,0
24325,343,15,1.0,9,9,0
24326,343,164,0.0,11,11,0
24327,343,166,0.0,12,12,0
24328,344,6,161.0,3,3,1
24329,344,1,215.0,1,1,4
24330,344,9,193.0,2,2,3
24331,344,131,108.0,4,4,0
24332,344,10,35.0,6,6,0
24333,344,3,8.0,8,8,0
24334,344,4,79.0,5,5,0
24335,344,5,8.0,7,7,0
24336,344,205,0.0,10,10,0
24337,344,15,1.0,9,9,0
24338,344,164,0.0,11,11,0
24339,344,166,0.0,12,12,0
24340,345,6,165.0,3,3,1
24341,345,1,248.0,1,1,4
24342,345,9,218.0,2,2,4
24343,345,131,109.0,4,4,0
24344,345,10,43.0,6,6,0
24345,345,3,20.0,7,7,0
24346,345,4,89.0,5,5,0
24347,345,5,10.0,8,8,0
24348,345,205,0.0,10,10,0
24349,345,15,7.0,9,9,0
24350,345,164,0.0,11,11,0
24351,345,166,0.0,12,12,0
24352,346,6,165.0,3,3,1
24353,346,1,278.0,1,1,4
24354,346,9,249.0,2,2,5
24355,346,131,126.0,4,4,0
24356,346,10,47.0,6,6,0
24357,346,3,31.0,7,7,0
24358,346,4,89.0,5,5,0
24359,346,5,10.0,9,9,0
24360,346,205,0.0,10,10,0
24361,346,15,15.0,8,8,0
24362,346,164,0.0,11,11,0
24363,346,166,0.0,12,12,0
24364,347,6,208.0,3,3,2
24365,347,1,300.0,1,1,4
24366,347,9,272.0,2,2,5
24367,347,131,132.0,4,4,0
24368,347,10,47.0,6,6,0
24369,347,3,31.0,7,7,0
24370,347,4,96.0,5,5,0
24371,347,5,10.0,9,9,0
24372,347,205,0.0,10,10,0
24373,347,15,15.0,8,8,0
24374,347,164,0.0,11,11,0
24375,347,166,0.0,12,12,0
24376,348,6,238.0,3,3,2
24377,348,1,304.0,2,2,4
24378,348,9,312.0,1,1,6
24379,348,131,132.0,4,4,0
24380,348,10,47.0,6,6,0
24381,348,3,40.0,7,7,0
24382,348,4,106.0,5,5,0
24383,348,5,10.0,9,9,0
24384,348,205,0.0,10,10,0
24385,348,15,23.0,8,8,0
24386,348,164,0.0,11,11,0
24387,348,166,0.0,12,12,0
24388,349,6,250.0,3,3,2
24389,349,1,329.0,2,2,5
24390,349,9,330.0,1,1,6
24391,349,131,146.0,4,4,0
24392,349,10,58.0,6,6,0
24393,349,3,40.0,7,7,0
24394,349,4,123.0,5,5,0
24395,349,5,10.0,9,9,0
24396,349,205,0.0,10,10,0
24397,349,15,27.0,8,8,0
24398,349,164,0.0,11,11,0
24399,349,166,0.0,12,12,0
24400,350,6,290.0,3,3,3
24401,350,1,347.0,2,2,5
24402,350,9,350.0,1,1,6
24403,350,131,158.0,4,4,0
24404,350,10,58.0,6,6,0
24405,350,3,47.0,7,7,0
24406,350,4,127.0,5,5,0
24407,350,5,10.0,9,9,0
24408,350,205,0.0,10,10,0
24409,350,15,27.0,8,8,0
24410,350,164,0.0,11,11,0
24411,350,166,0.0,12,12,0
24447,351,166,0.0,12,12,0
24446,351,164,0.0,11,11,0
24445,351,15,27.0,8,8,0
24444,351,205,0.0,10,10,0
24443,351,5,10.0,9,9,0
24442,351,4,133.0,5,5,0
24437,351,1,359.0,2,2,5
24438,351,9,383.0,1,1,6
24439,351,131,168.0,4,4,0
24440,351,10,60.0,6,6,0
24441,351,3,56.0,7,7,0
24436,351,6,319.0,3,3,4
24483,353,166,0.0,12,12,0
24459,352,166,0.0,12,12,0
24458,352,164,0.0,11,11,0
24457,352,15,37.0,8,8,0
24456,352,205,0.0,10,10,0
24455,352,5,11.0,9,9,0
24454,352,4,133.0,5,5,0
24449,352,1,381.0,2,2,5
24450,352,9,426.0,1,1,7
24451,352,131,176.0,4,4,0
24452,352,10,60.0,6,6,0
24453,352,3,58.0,7,7,0
24448,352,6,334.0,3,3,4
24481,353,15,43.0,8,8,0
24479,353,5,11.0,9,9,0
24477,353,3,65.0,7,7,0
24475,353,131,188.0,4,4,0
24482,353,164,0.0,11,11,0
24478,353,4,143.0,5,5,0
24480,353,205,0.0,10,10,0
24474,353,9,426.0,1,1,7
24476,353,10,68.0,6,6,0
24473,353,1,399.0,2,2,5
24472,353,6,374.0,3,3,5
24484,354,6,389.0,3,3,5
24485,354,1,421.0,2,2,5
24486,354,9,469.0,1,1,8
24487,354,131,202.0,4,4,0
24488,354,10,68.0,7,7,0
24489,354,3,69.0,6,6,0
24490,354,4,145.0,5,5,0
24491,354,5,11.0,9,9,0
24492,354,205,0.0,10,10,0
24493,354,15,44.0,8,8,0
24494,354,164,0.0,11,11,0
24495,354,166,0.0,12,12,0
24496,355,6,396.0,3,3,5
24497,355,1,454.0,2,2,5
24498,355,9,498.0,1,1,9
24499,355,131,214.0,4,4,0
24500,355,10,68.0,7,7,0
24501,355,3,69.0,6,6,0
24502,355,4,163.0,5,5,0
24503,355,5,13.0,9,9,0
24504,355,205,0.0,10,10,0
24505,355,15,44.0,8,8,0
24506,355,164,0.0,11,11,0
24507,355,166,0.0,12,12,0
27983,75,4,58.0,1,1,4
24542,842,4,30.0,4,4,0
24541,842,1,48.0,2,2,0
24540,842,9,72.0,1,1,2
24669,841,131,0.0,10,10,0
24668,841,3,0.0,9,9,0
24667,841,166,0.0,8,8,0
24666,841,205,0.0,7,7,0
24665,841,10,3.0,6,6,0
24664,841,5,4.0,5,5,0
24663,841,6,18.0,3,3,0
24662,841,4,15.0,4,4,0
24661,841,1,26.0,2,2,0
24660,841,9,35.0,1,1,1
24543,842,6,36.0,3,3,0
24544,842,5,4.0,6,6,0
24545,842,10,4.0,7,7,0
24546,842,205,0.0,9,9,0
24547,842,166,0.0,10,10,0
24548,842,3,0.0,11,11,0
24549,842,131,2.0,8,8,0
24550,842,15,6.0,5,5,0
24551,842,164,0.0,12,12,0
24552,843,9,105.0,1,1,2
24553,843,1,85.0,2,2,1
24554,843,4,32.0,4,4,0
24555,843,6,50.0,3,3,0
24556,843,5,4.0,7,7,0
24557,843,10,4.0,8,8,0
24558,843,205,0.0,9,9,0
24559,843,166,0.0,11,11,0
24560,843,3,0.0,10,10,0
24561,843,131,16.0,5,5,0
24562,843,15,7.0,6,6,0
24563,843,164,0.0,12,12,0
24564,844,9,148.0,1,1,3
24565,844,1,105.0,2,2,1
24566,844,4,42.0,4,4,0
24567,844,6,65.0,3,3,0
24568,844,5,6.0,7,7,0
24569,844,10,4.0,8,8,0
24570,844,205,0.0,9,9,0
24571,844,166,0.0,11,11,0
24572,844,3,0.0,10,10,0
24573,844,131,26.0,5,5,0
24574,844,15,8.0,6,6,0
24575,844,164,0.0,12,12,0
24576,845,9,185.0,1,1,4
24577,845,1,138.0,2,2,1
24578,845,4,46.0,4,4,0
24579,845,6,75.0,3,3,0
24580,845,5,6.0,7,7,0
24581,845,10,4.0,8,8,0
24582,845,205,0.0,10,10,0
24583,845,166,0.0,11,11,0
24584,845,3,0.0,9,9,0
24585,845,131,40.0,5,5,0
24586,845,15,11.0,6,6,0
24587,845,164,0.0,12,12,0
24588,846,9,222.0,1,1,5
24589,846,1,161.0,2,2,1
24590,846,4,50.0,4,4,0
24591,846,6,93.0,3,3,0
24592,846,5,7.0,8,8,0
24593,846,10,10.0,7,7,0
24594,846,205,0.0,10,10,0
24595,846,166,0.0,11,11,0
24596,846,3,2.0,9,9,0
24597,846,131,40.0,5,5,0
24598,846,15,21.0,6,6,0
24599,846,164,0.0,12,12,0
24600,847,9,255.0,1,1,5
24601,847,1,186.0,2,2,2
24602,847,4,60.0,4,4,0
24603,847,6,101.0,3,3,0
24604,847,5,12.0,7,7,0
24605,847,10,10.0,8,8,0
24606,847,205,0.0,10,10,0
24607,847,166,0.0,12,12,0
24608,847,3,4.0,9,9,0
24609,847,131,52.0,5,5,0
24610,847,15,27.0,6,6,0
24611,847,164,0.0,11,11,0
24612,848,9,295.0,1,1,6
24613,848,1,206.0,2,2,2
24614,848,4,61.0,4,4,0
24615,848,6,129.0,3,3,0
24616,848,5,16.0,7,7,0
24617,848,10,12.0,8,8,0
24618,848,205,0.0,10,10,0
24619,848,166,0.0,12,12,0
24620,848,3,4.0,9,9,0
24621,848,131,58.0,5,5,0
24622,848,15,27.0,6,6,0
24623,848,164,0.0,11,11,0
24624,849,9,328.0,1,1,6
24625,849,1,218.0,2,2,2
24626,849,4,65.0,5,5,0
24627,849,6,164.0,3,3,1
24628,849,5,17.0,7,7,0
24629,849,10,12.0,8,8,0
24630,849,205,0.0,10,10,0
24631,849,166,0.0,12,12,0
24632,849,3,4.0,9,9,0
24633,849,131,68.0,4,4,0
24634,849,15,33.0,6,6,0
24635,849,164,0.0,11,11,0
24636,850,9,355.0,1,1,6
24637,850,1,243.0,2,2,3
24638,850,4,66.0,5,5,0
24639,850,6,192.0,3,3,1
24640,850,5,17.0,8,8,0
24641,850,10,20.0,7,7,0
24642,850,205,0.0,10,10,0
24643,850,166,0.0,12,12,0
24644,850,3,4.0,9,9,0
24645,850,131,78.0,4,4,0
24646,850,15,35.0,6,6,0
24647,850,164,0.0,11,11,0
24648,851,9,383.0,1,1,6
24649,851,1,280.0,2,2,4
24650,851,4,66.0,5,5,0
24651,851,6,215.0,3,3,1
24652,851,5,22.0,8,8,0
24653,851,10,26.0,7,7,0
24654,851,205,0.0,10,10,0
24655,851,166,0.0,12,12,0
24656,851,3,4.0,9,9,0
24657,851,131,80.0,4,4,0
24658,851,15,35.0,6,6,0
24659,851,164,0.0,11,11,0
24670,852,9,426.0,1,1,7
24671,852,1,295.0,2,2,4
24672,852,4,68.0,5,5,0
24673,852,6,231.0,3,3,1
24674,852,5,22.0,8,8,0
24675,852,10,32.0,7,7,0
24676,852,205,0.0,10,10,0
24677,852,166,0.0,12,12,0
24678,852,3,5.0,9,9,0
24679,852,131,98.0,4,4,0
24680,852,15,35.0,6,6,0
24681,852,164,0.0,11,11,0
24682,853,9,451.0,1,1,8
24683,853,1,325.0,2,2,4
24684,853,4,70.0,5,5,0
24685,853,6,254.0,3,3,1
24686,853,5,29.0,8,8,0
24687,853,10,36.0,6,6,0
24688,853,205,0.0,10,10,0
24689,853,166,0.0,12,12,0
24690,853,3,5.0,9,9,0
24691,853,131,108.0,4,4,0
24692,853,15,35.0,7,7,0
24693,853,164,0.0,11,11,0
24694,854,9,491.0,1,1,9
24695,854,1,353.0,2,2,4
24696,854,4,70.0,5,5,0
24697,854,6,268.0,3,3,1
24698,854,5,29.0,8,8,0
24699,854,10,48.0,6,6,0
24700,854,205,0.0,10,10,0
24701,854,166,0.0,12,12,0
24702,854,3,5.0,9,9,0
24703,854,131,114.0,4,4,0
24704,854,15,36.0,7,7,0
24705,854,164,0.0,11,11,0
24706,855,9,518.0,1,1,9
24707,855,1,388.0,2,2,5
24708,855,4,72.0,5,5,0
24709,855,6,292.0,3,3,1
24710,855,5,29.0,8,8,0
24711,855,10,48.0,6,6,0
24712,855,205,0.0,10,10,0
24713,855,166,0.0,12,12,0
24714,855,3,5.0,9,9,0
24715,855,131,123.0,4,4,0
24716,855,15,40.0,7,7,0
24717,855,164,0.0,11,11,0
24718,856,9,558.0,1,1,10
24719,856,1,418.0,2,2,5
24720,856,4,72.0,5,5,0
24721,856,6,310.0,3,3,1
24722,856,5,37.0,8,8,0
24723,856,10,49.0,6,6,0
24724,856,205,0.0,10,10,0
24725,856,166,0.0,12,12,0
24726,856,3,5.0,9,9,0
24727,856,131,127.0,4,4,0
24728,856,15,40.0,7,7,0
24729,856,164,0.0,11,11,0
24730,857,9,595.0,1,1,11
24731,857,1,442.0,2,2,5
24732,857,4,72.0,5,5,0
24733,857,6,325.0,3,3,1
24734,857,5,41.0,8,8,0
24735,857,10,51.0,6,6,0
24736,857,205,0.0,10,10,0
24737,857,166,0.0,12,12,0
24738,857,3,5.0,9,9,0
24739,857,131,145.0,4,4,0
24740,857,15,41.0,7,7,0
24741,857,164,0.0,11,11,0
24742,858,9,607.0,1,1,11
24743,858,1,482.0,2,2,6
24744,858,4,72.0,5,5,0
24745,858,6,353.0,3,3,1
24746,858,5,41.0,8,8,0
24747,858,10,57.0,6,6,0
24748,858,205,0.0,10,10,0
24749,858,166,0.0,12,12,0
24750,858,3,5.0,9,9,0
24751,858,131,159.0,4,4,0
24752,858,15,42.0,7,7,0
24753,858,164,0.0,11,11,0
24754,859,9,650.0,1,1,12
24755,859,1,497.0,2,2,6
24756,859,4,73.0,5,5,0
24757,859,6,375.0,3,3,1
24758,859,5,41.0,8,8,0
24759,859,10,69.0,6,6,0
24760,859,205,0.0,10,10,0
24761,859,166,0.0,12,12,0
24762,859,3,5.0,9,9,0
24763,859,131,165.0,4,4,0
24764,859,15,44.0,7,7,0
24765,859,164,0.0,11,11,0
24941,860,206,0.0,10,10,0
24942,860,207,0.0,11,11,0
24932,860,1,40.0,1,1,1
24940,860,3,0.0,9,9,0
24939,860,131,0.0,8,8,0
24938,860,10,1.0,7,7,0
24937,860,5,2.0,6,6,0
24936,860,208,6.0,5,5,0
24935,860,15,12.0,3,3,0
24934,860,6,10.0,4,4,0
24933,860,9,30.0,2,2,0
24777,861,1,55.0,1,1,1
24778,861,9,42.0,2,2,0
24779,861,6,35.0,3,3,1
24780,861,15,30.0,4,4,0
24781,861,208,16.0,5,5,0
24782,861,5,6.0,8,8,0
24783,861,10,9.0,6,6,0
24784,861,131,1.0,9,9,0
24785,861,3,8.0,7,7,0
24786,861,206,0.0,10,10,0
24787,861,207,0.0,11,11,0
24788,861,164,0.0,12,12,0
24789,862,1,88.0,1,1,1
24790,862,9,64.0,2,2,0
24791,862,6,37.0,3,3,1
24792,862,15,31.0,4,4,0
24793,862,208,24.0,6,6,0
24794,862,5,6.0,9,9,0
24795,862,10,9.0,8,8,0
24796,862,131,26.0,5,5,1
24797,862,3,18.0,7,7,0
24798,862,206,0.0,10,10,0
24799,862,207,0.0,11,11,0
24800,862,164,0.0,12,12,0
24847,864,164,0.0,12,12,0
24846,864,207,0.0,11,11,0
24844,864,3,43.0,6,6,1
24843,864,131,43.0,5,5,1
24842,864,10,18.0,8,8,0
24840,864,208,84.0,3,3,0
24845,864,206,0.0,10,10,0
24841,864,5,6.0,9,9,0
24839,864,15,41.0,7,7,0
24838,864,6,63.0,4,4,1
24837,864,9,109.0,1,1,1
24836,864,1,98.0,2,2,1
24824,863,1,92.0,2,2,1
24825,863,9,101.0,1,1,1
24826,863,6,45.0,4,4,1
24827,863,15,31.0,6,6,0
24828,863,208,57.0,3,3,0
24829,863,5,6.0,9,9,0
24830,863,10,17.0,8,8,0
24831,863,131,37.0,5,5,1
24832,863,3,18.0,7,7,0
24833,863,206,0.0,10,10,0
24834,863,207,0.0,11,11,0
24835,863,164,0.0,12,12,0
24848,865,1,108.0,2,2,1
24849,865,9,146.0,1,1,2
24850,865,6,86.0,3,3,1
24851,865,15,41.0,7,7,0
24852,865,208,86.0,4,4,0
24853,865,5,6.0,9,9,0
24854,865,10,28.0,8,8,0
24855,865,131,61.0,5,5,1
24856,865,3,44.0,6,6,1
24857,865,206,0.0,11,11,0
24858,865,207,0.0,10,10,0
24859,865,164,0.0,12,12,0
24860,866,1,133.0,2,2,2
24861,866,9,164.0,1,1,2
24862,866,6,97.0,4,4,1
24863,866,15,58.0,6,6,0
24864,866,208,108.0,3,3,0
24865,866,5,6.0,9,9,0
24866,866,10,28.0,8,8,0
24867,866,131,69.0,5,5,1
24868,866,3,44.0,7,7,1
24869,866,206,0.0,11,11,0
24870,866,207,0.0,10,10,0
24871,866,164,0.0,12,12,0
24872,867,1,137.0,2,2,2
24873,867,9,176.0,1,1,2
24874,867,6,122.0,4,4,2
24875,867,15,60.0,6,6,0
24876,867,208,126.0,3,3,0
24877,867,5,6.0,9,9,0
24878,867,10,44.0,8,8,0
24879,867,131,92.0,5,5,1
24880,867,3,45.0,7,7,1
24881,867,206,0.0,11,11,0
24882,867,207,0.0,10,10,0
24883,867,164,0.0,12,12,0
24884,868,1,142.0,4,4,2
24885,868,9,216.0,1,1,3
24886,868,6,152.0,2,2,2
24887,868,15,60.0,6,6,0
24888,868,208,144.0,3,3,0
24889,868,5,6.0,9,9,0
24890,868,10,44.0,8,8,0
24891,868,131,98.0,5,5,1
24892,868,3,47.0,7,7,1
24893,868,206,0.0,11,11,0
24894,868,207,0.0,10,10,0
24895,868,164,0.0,12,12,0
24977,869,207,0.0,10,10,0
24978,869,164,0.0,12,12,0
24974,869,131,105.0,5,5,1
24976,869,206,0.0,11,11,0
24975,869,3,47.0,7,7,1
24973,869,10,46.0,8,8,0
24972,869,5,6.0,9,9,0
24971,869,208,159.0,4,4,0
24970,869,15,80.0,6,6,0
24969,869,6,177.0,2,2,3
24968,869,9,230.0,1,1,3
24967,869,1,160.0,3,3,2
24990,870,164,0.0,12,12,0
24988,870,206,0.0,11,11,0
24985,870,10,46.0,8,8,0
24992,871,9,272.0,1,1,3
24989,870,207,0.0,10,10,0
24986,870,131,106.0,5,5,1
24991,871,1,218.0,2,2,4
24979,870,1,193.0,2,2,3
24980,870,9,246.0,1,1,3
24983,870,208,192.0,3,3,0
24982,870,15,80.0,6,6,0
24981,870,6,189.0,4,4,3
24987,870,3,53.0,7,7,1
24984,870,5,6.0,9,9,0
24993,871,6,199.0,4,4,3
24994,871,15,80.0,6,6,0
24995,871,208,207.0,3,3,0
24996,871,5,12.0,9,9,0
24997,871,10,59.0,7,7,0
24998,871,131,112.0,5,5,1
24999,871,3,53.0,8,8,1
25000,871,206,0.0,11,11,0
25001,871,207,0.0,10,10,0
25002,871,164,0.0,12,12,0
25003,872,1,243.0,2,2,5
25004,872,9,272.0,1,1,3
25005,872,6,226.0,3,3,3
25006,872,15,100.0,6,6,0
25007,872,208,217.0,4,4,0
25008,872,5,12.0,9,9,0
25009,872,10,63.0,7,7,0
25010,872,131,126.0,5,5,1
25011,872,3,54.0,8,8,1
25012,872,206,0.0,11,11,0
25013,872,207,0.0,10,10,0
25014,872,164,0.0,12,12,0
25050,873,164,0.0,12,12,0
25049,873,207,0.0,11,11,0
25047,873,3,54.0,8,8,1
25045,873,10,75.0,7,7,0
25043,873,208,231.0,4,4,0
25048,873,206,0.0,10,10,0
25044,873,5,14.0,9,9,0
25046,873,131,136.0,5,5,1
25042,873,15,101.0,6,6,0
25041,873,6,245.0,3,3,3
25040,873,9,297.0,1,1,4
25039,873,1,261.0,2,2,5
25062,874,164,0.0,12,12,0
25061,874,207,0.0,11,11,0
25059,874,3,58.0,8,8,1
25057,874,10,81.0,7,7,0
25055,874,208,239.0,4,4,0
25060,874,206,0.0,10,10,0
25056,874,5,15.0,9,9,0
25058,874,131,136.0,5,5,1
25054,874,15,116.0,6,6,0
25053,874,6,263.0,3,3,3
25052,874,9,324.0,1,1,5
25051,874,1,283.0,2,2,5
25063,875,1,284.0,3,3,5
25064,875,9,367.0,1,1,6
25065,875,6,290.0,2,2,3
25066,875,15,116.0,6,6,0
25067,875,208,255.0,4,4,0
25068,875,5,21.0,9,9,0
25069,875,10,89.0,7,7,0
25070,875,131,136.0,5,5,1
25071,875,3,58.0,8,8,1
25072,875,206,0.0,10,10,0
25073,875,207,0.0,11,11,0
25074,875,164,0.0,12,12,0
25098,876,164,0.0,12,12,0
25097,876,207,0.0,11,11,0
25095,876,3,59.0,8,8,1
25093,876,10,93.0,7,7,0
25091,876,208,263.0,4,4,0
25096,876,206,0.0,10,10,0
25092,876,5,21.0,9,9,0
25094,876,131,136.0,5,5,1
25090,876,15,116.0,6,6,0
25089,876,6,316.0,2,2,3
25088,876,9,407.0,1,1,7
25087,876,1,306.0,3,3,5
25099,877,1,318.0,3,3,5
25100,877,9,422.0,1,1,7
25101,877,6,340.0,2,2,3
25102,877,15,124.0,6,6,0
25103,877,208,288.0,4,4,1
25104,877,5,22.0,9,9,0
25105,877,10,95.0,7,7,0
25106,877,131,136.0,5,5,1
25107,877,3,73.0,8,8,1
25108,877,206,0.0,10,10,0
25109,877,207,0.0,11,11,0
25110,877,164,0.0,12,12,0
25111,878,1,353.0,3,3,6
25112,878,9,440.0,1,1,7
25113,878,6,367.0,2,2,3
