result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,status_id,position_numeric,finished
22311,908,4,6,14.0,16,6.0,6,6,8.0,52,+59.946,8872040.0,52.0,8.0,1:38.587,215.115,1,6.0,1
22312,908,825,1,20.0,5,7.0,7,7,6.0,52,+1:02.563,8874657.0,32.0,10.0,1:38.677,214.919,1,7.0,1
22313,908,807,10,27.0,4,8.0,8,8,4.0,52,+1:28.692,8900786.0,52.0,9.0,1:38.625,215.032,1,8.0,1
22314,908,826,5,26.0,9,9.0,9,9,2.0,52,+1:29.340,8901434.0,45.0,6.0,1:38.407,215.509,1,9.0,1
22315,908,818,5,25.0,10,10.0,10,10,1.0,51,,,44.0,13.0,1:39.261,213.654,11,10.0,1
22316,908,815,10,11.0,7,11.0,11,11,0.0,51,,,41.0,11.0,1:38.716,214.834,11,11.0,1
22317,908,154,208,8.0,11,12.0,12,12,0.0,51,,,48.0,12.0,1:38.919,214.393,11,12.0,1
22318,908,16,15,99.0,13,13.0,13,13,0.0,51,,,34.0,15.0,1:40.041,211.989,11,13.0,1
22319,908,824,206,17.0,12,14.0,14,14,0.0,51,,,51.0,14.0,1:39.961,212.158,11,14.0,1
22320,908,155,207,10.0,22,15.0,15,15,0.0,50,,,31.0,18.0,1:41.462,209.02,12,15.0,1
22321,908,820,206,4.0,17,16.0,16,16,0.0,50,,,50.0,17.0,1:40.399,211.233,12,16.0,1
22322,908,813,208,13.0,20,17.0,17,17,0.0,49,,,48.0,16.0,1:40.314,211.412,13,17.0,1
22323,908,3,131,6.0,1,,R,18,0.0,28,,,26.0,3.0,1:38.091,216.203,6,,0
22324,908,828,207,9.0,21,,R,19,0.0,11,,,7.0,20.0,1:44.319,203.295,22,,0
22325,908,821,15,21.0,19,,R,20,0.0,9,,,7.0,19.0,1:42.566,206.77,4,,0
22326,908,13,3,19.0,15,,R,21,0.0,0,,,,0.0,,,4,,0
22327,908,8,6,7.0,18,,R,22,0.0,0,,,,0.0,,,4,,0
22328,909,3,131,6.0,1,1.0,1,1,25.0,67,1:33:42.914,5622914.0,67.0,6.0,1:21.298,202.543,1,1.0,1
22329,909,822,3,77.0,2,2.0,2,2,18.0,67,+20.789,5643703.0,45.0,9.0,1:21.494,202.056,1,2.0,1
22330,909,1,131,44.0,20,3.0,3,3,15.0,67,+22.530,5645444.0,53.0,1.0,1:19.908,206.066,1,3.0,1
22331,909,20,9,1.0,6,4.0,4,4,12.0,67,+44.014,5666928.0,39.0,10.0,1:21.545,201.93,1,4.0,1
22332,909,4,6,14.0,7,5.0,5,5,10.0,67,+52.467,5675381.0,57.0,3.0,1:20.548,204.429,1,5.0,1
22333,909,817,9,3.0,5,6.0,6,6,8.0,67,+52.549,5675463.0,53.0,5.0,1:20.846,203.676,1,6.0,1
22334,909,807,10,27.0,9,7.0,7,7,6.0,67,+1:04.178,5687092.0,44.0,13.0,1:22.098,200.57,1,7.0,1
22335,909,18,1,22.0,11,8.0,8,8,4.0,67,+1:24.711,5707625.0,64.0,8.0,1:21.346,202.424,1,8.0,1
22336,909,825,1,20.0,4,9.0,9,9,2.0,66,,,56.0,2.0,1:20.224,205.255,11,9.0,1
22337,909,815,10,11.0,10,10.0,10,10,1.0,66,,,54.0,4.0,1:20.752,203.913,11,10.0,1
22338,909,8,6,7.0,12,11.0,11,11,0.0,66,,,55.0,7.0,1:21.338,202.444,11,11.0,1
22339,909,813,208,13.0,18,12.0,12,12,0.0,66,,,41.0,15.0,1:22.305,200.065,11,12.0,1
22340,909,818,5,25.0,13,13.0,13,13,0.0,66,,,58.0,11.0,1:21.876,201.113,11,13.0,1
22341,909,821,15,21.0,16,14.0,14,14,0.0,66,,,61.0,12.0,1:22.008,200.79,11,14.0,1
22342,909,824,206,17.0,17,15.0,15,15,0.0,66,,,57.0,16.0,1:22.522,199.539,11,15.0,1
22343,909,155,207,10.0,19,16.0,16,16,0.0,65,,,50.0,18.0,1:22.866,198.711,12,16.0,1
22344,909,820,206,4.0,21,17.0,17,17,0.0,65,,,50.0,19.0,1:23.035,198.306,12,17.0,1
22345,909,828,207,9.0,22,18.0,18,18,0.0,65,,,49.0,20.0,1:23.230,197.842,12,18.0,1
22346,909,16,15,99.0,15,,R,19,0.0,47,,,41.0,17.0,1:22.529,199.522,23,,0
22347,909,826,5,26.0,8,,R,20,0.0,44,,,34.0,14.0,1:22.179,200.372,44,,0
22348,909,154,208,8.0,14,,R,21,0.0,26,,,26.0,21.0,1:24.137,195.709,47,,0
22349,909,13,3,19.0,3,,R,22,0.0,0,,,,0.0,,,4,,0
22350,910,817,9,3.0,4,1.0,1,1,25.0,70,1:53:05.058,6785058.0,58.0,2.0,1:26.608,182.103,1,1.0,1
22351,910,4,6,14.0,5,2.0,2,2,18.0,70,+5.225,6790283.0,40.0,5.0,1:27.419,180.413,1,2.0,1
22352,910,1,131,44.0,22,3.0,3,3,15.0,70,+5.857,6790915.0,36.0,4.0,1:27.380,180.494,1,3.0,1
22353,910,3,131,6.0,1,4.0,4,4,12.0,70,+6.361,6791419.0,64.0,1.0,1:25.724,183.981,1,4.0,1
22354,910,13,3,19.0,6,5.0,5,5,10.0,70,+29.841,6814899.0,51.0,7.0,1:28.229,178.757,1,5.0,1
22355,910,8,6,7.0,16,6.0,6,6,8.0,70,+31.491,6816549.0,47.0,6.0,1:27.983,179.257,1,6.0,1
22356,910,20,9,1.0,2,7.0,7,7,6.0,70,+40.964,6826022.0,52.0,9.0,1:28.746,177.716,1,7.0,1
22357,910,822,3,77.0,3,8.0,8,8,4.0,70,+41.344,6826402.0,63.0,3.0,1:26.850,181.595,1,8.0,1
22358,910,818,5,25.0,8,9.0,9,9,2.0,70,+58.527,6843585.0,31.0,11.0,1:29.120,176.97,1,9.0,1
22359,910,18,1,22.0,7,10.0,10,10,1.0,70,+1:07.280,6852338.0,50.0,13.0,1:29.156,176.898,1,10.0,1
22360,910,16,15,99.0,11,11.0,11,11,0.0,70,+1:08.169,6853227.0,41.0,8.0,1:28.704,177.8,1,11.0,1
22361,910,825,1,20.0,21,12.0,12,12,0.0,70,+1:18.465,6863523.0,41.0,10.0,1:28.883,177.442,1,12.0,1
22362,910,813,208,13.0,20,13.0,13,13,0.0,70,+1:24.024,6869082.0,45.0,12.0,1:29.128,176.954,1,13.0,1
22363,910,826,5,26.0,10,14.0,14,14,0.0,69,,,51.0,14.0,1:29.401,176.414,11,14.0,1
22364,910,824,206,17.0,15,15.0,15,15,0.0,69,,,49.0,16.0,1:29.883,175.468,11,15.0,1
22365,910,820,206,4.0,18,16.0,16,16,0.0,69,,,47.0,15.0,1:29.499,176.22,11,16.0,1
22366,910,821,15,21.0,13,,R,17,0.0,33,,,29.0,18.0,1:30.485,174.3,31,,0
22367,910,155,207,10.0,17,,R,18,0.0,26,,,21.0,19.0,1:32.888,169.791,31,,0
22368,910,815,10,11.0,12,,R,19,0.0,23,,,21.0,17.0,1:30.280,174.696,3,,0
22369,910,807,10,27.0,9,,R,20,0.0,16,,,14.0,20.0,1:41.151,155.921,3,,0
22370,910,154,208,8.0,14,,R,21,0.0,11,,,7.0,21.0,1:46.312,148.352,3,,0
22371,910,828,207,9.0,19,,R,22,0.0,8,,,6.0,22.0,1:48.459,145.415,3,,0
22373,911,817,9,3.0,5,1.0,1,1,25.0,44,1:24:36.556,5076556.0,44.0,6.0,1:52.974,223.187,1,1.0,1
22374,911,3,131,6.0,1,2.0,2,2,18.0,44,+3.383,5079939.0,36.0,1.0,1:50.511,228.161,1,2.0,1
22375,911,822,3,77.0,6,3.0,3,3,15.0,44,+28.032,5104588.0,40.0,4.0,1:52.716,223.698,1,3.0,1
22376,911,8,6,7.0,8,4.0,4,4,12.0,44,+36.815,5113371.0,39.0,13.0,1:54.090,221.004,1,4.0,1
22377,911,20,9,1.0,3,5.0,5,5,10.0,44,+52.196,5128752.0,36.0,5.0,1:52.953,223.229,1,5.0,1
22378,911,18,1,22.0,10,6.0,6,6,8.0,44,+54.580,5131136.0,38.0,8.0,1:53.483,222.186,1,6.0,1
22379,911,4,6,14.0,4,7.0,7,7,6.0,44,+1:01.162,5137718.0,29.0,11.0,1:53.879,221.413,1,7.0,1
22380,911,815,10,11.0,13,8.0,8,8,4.0,44,+1:04.293,5140849.0,28.0,16.0,1:54.532,220.151,1,8.0,1
22381,911,826,5,26.0,11,9.0,9,9,2.0,44,+1:05.347,5141903.0,26.0,14.0,1:54.159,220.87,1,9.0,1
22382,911,807,10,27.0,18,10.0,10,10,1.0,44,+1:05.697,5142253.0,40.0,9.0,1:53.612,221.934,1,10.0,1
22383,911,818,5,25.0,12,11.0,11,11,0.0,44,+1:11.920,5148476.0,31.0,7.0,1:53.276,222.592,1,11.0,1
22384,911,825,1,20.0,7,12.0,12,12,0.0,44,+1:14.262,5150818.0,28.0,15.0,1:54.203,220.785,1,12.0,1
22385,911,13,3,19.0,9,13.0,13,13,0.0,44,+1:15.975,5152531.0,37.0,3.0,1:52.512,224.104,1,13.0,1
22386,911,16,15,99.0,14,14.0,14,14,0.0,44,+1:22.447,5159003.0,36.0,2.0,1:52.413,224.301,1,14.0,1
22387,911,821,15,21.0,20,15.0,15,15,0.0,44,+1:30.825,5167381.0,32.0,12.0,1:54.000,221.178,1,15.0,1
22388,911,820,206,4.0,19,16.0,16,16,0.0,43,,,31.0,17.0,1:55.247,218.785,11,16.0,1
22389,911,828,207,9.0,22,17.0,17,17,0.0,43,,,26.0,19.0,1:55.900,217.553,11,17.0,1
22390,911,824,206,17.0,16,18.0,18,18,0.0,39,,,32.0,20.0,1:56.347,216.717,6,18.0,1
22391,911,1,131,44.0,2,,R,19,0.0,38,,,33.0,10.0,1:53.707,221.748,31,,0
22392,911,154,208,8.0,15,,R,20,0.0,33,,,21.0,18.0,1:55.649,218.025,31,,0
22393,911,813,208,13.0,17,,R,21,0.0,1,,,,0.0,,,26,,0
22394,911,827,207,45.0,21,,R,22,0.0,1,,,,0.0,,,131,,0
22395,912,1,131,44.0,1,1.0,1,1,25.0,53,1:19:10.236,4750236.0,29.0,1.0,1:28.004,236.975,1,1.0,1
22396,912,3,131,6.0,2,2.0,2,2,18.0,53,+3.175,4753411.0,51.0,2.0,1:28.206,236.432,1,2.0,1
22397,912,13,3,19.0,4,3.0,3,3,15.0,53,+25.026,4775262.0,46.0,3.0,1:28.342,236.068,1,3.0,1
22398,912,822,3,77.0,3,4.0,4,4,12.0,53,+40.786,4791022.0,50.0,5.0,1:28.559,235.49,1,4.0,1
22399,912,817,9,3.0,9,5.0,5,5,10.0,53,+50.309,4800545.0,53.0,6.0,1:28.588,235.413,1,5.0,1
22400,912,20,9,1.0,8,6.0,6,6,8.0,53,+59.965,4810201.0,34.0,10.0,1:29.141,233.952,1,6.0,1
22401,912,815,10,11.0,10,7.0,7,7,6.0,53,+1:02.518,4812754.0,35.0,8.0,1:29.107,234.042,1,7.0,1
22402,912,18,1,22.0,6,8.0,8,8,4.0,53,+1:03.063,4813299.0,35.0,11.0,1:29.245,233.68,1,8.0,1
22403,912,8,6,7.0,11,9.0,9,9,2.0,53,+1:03.535,4813771.0,43.0,7.0,1:28.942,234.476,1,9.0,1
22404,912,825,1,20.0,5,10.0,10,10,1.0,53,+1:06.171,4816407.0,34.0,12.0,1:29.283,233.58,1,10.0,1
22405,912,826,5,26.0,21,11.0,11,11,0.0,53,+1:11.184,4821420.0,51.0,4.0,1:28.486,235.684,1,11.0,1
22406,912,807,10,27.0,13,12.0,12,12,0.0,53,+1:12.606,4822842.0,35.0,13.0,1:29.366,233.363,1,12.0,1
22407,912,818,5,25.0,12,13.0,13,13,0.0,53,+1:13.093,4823329.0,39.0,9.0,1:29.121,234.005,1,13.0,1
22408,912,813,208,13.0,16,14.0,14,14,0.0,52,,,32.0,17.0,1:29.856,232.091,11,14.0,1
22409,912,16,15,99.0,14,15.0,15,15,0.0,52,,,46.0,14.0,1:29.375,233.34,11,15.0,1
22410,912,154,208,8.0,17,16.0,16,16,0.0,52,,,38.0,18.0,1:30.083,231.506,11,16.0,1
22411,912,155,207,10.0,18,17.0,17,17,0.0,52,,,35.0,21.0,1:30.758,229.784,11,17.0,1
22412,912,824,206,17.0,19,18.0,18,18,0.0,52,,,51.0,20.0,1:30.521,230.386,11,18.0,1
22413,912,821,15,21.0,15,19.0,19,19,0.0,51,,,40.0,15.0,1:29.449,233.147,12,19.0,1
22414,912,828,207,9.0,22,20.0,20,20,0.0,51,,,47.0,19.0,1:30.280,231.001,12,20.0,1
22415,912,4,6,14.0,7,,R,21,0.0,28,,,23.0,16.0,1:29.680,232.546,5,,0
22416,912,820,206,4.0,20,,R,22,0.0,5,,,5.0,22.0,1:32.569,225.289,3,,0
22417,913,1,131,44.0,1,1.0,1,1,25.0,60,2:00:04.795,7204795.0,39.0,1.0,1:50.417,165.137,1,1.0,1
22418,913,20,9,1.0,4,2.0,2,2,18.0,60,+13.534,7218329.0,27.0,8.0,1:52.519,162.052,1,2.0,1
22419,913,817,9,3.0,3,3.0,3,3,15.0,60,+14.273,7219068.0,30.0,9.0,1:52.569,161.98,1,3.0,1
22420,913,4,6,14.0,5,4.0,4,4,12.0,60,+15.389,7220184.0,27.0,6.0,1:52.115,162.636,1,4.0,1
22421,913,13,3,19.0,6,5.0,5,5,10.0,60,+42.161,7246956.0,27.0,13.0,1:53.283,160.959,1,5.0,1
22422,913,818,5,25.0,12,6.0,6,6,8.0,60,+56.801,7261596.0,48.0,4.0,1:51.937,162.895,1,6.0,1
22423,913,815,10,11.0,15,7.0,7,7,6.0,60,+59.038,7263833.0,46.0,5.0,1:52.007,162.793,1,7.0,1
22424,913,8,6,7.0,7,8.0,8,8,4.0,60,+1:00.641,7265436.0,28.0,11.0,1:52.872,161.545,1,8.0,1
22425,913,807,10,27.0,13,9.0,9,9,2.0,60,+1:01.661,7266456.0,27.0,10.0,1:52.762,161.703,1,9.0,1
22426,913,825,1,20.0,9,10.0,10,10,1.0,60,+1:02.230,7267025.0,48.0,2.0,1:51.639,163.33,1,10.0,1
22427,913,822,3,77.0,8,11.0,11,11,0.0,60,+1:05.065,7269860.0,25.0,7.0,1:52.515,162.058,1,11.0,1
22428,913,813,208,13.0,18,12.0,12,12,0.0,60,+1:06.915,7271710.0,26.0,12.0,1:53.213,161.059,1,12.0,1
22429,913,154,208,8.0,16,13.0,13,13,0.0,60,+1:08.029,7272824.0,25.0,15.0,1:53.543,160.591,1,13.0,1
22430,913,826,5,26.0,10,14.0,14,14,0.0,60,+1:12.008,7276803.0,45.0,3.0,1:51.761,163.151,1,14.0,1
22431,913,828,207,9.0,22,15.0,15,15,0.0,60,+1:34.188,7298983.0,14.0,19.0,1:55.416,157.985,1,15.0,1
22432,913,824,206,17.0,19,16.0,16,16,0.0,60,+1:34.543,7299338.0,47.0,14.0,1:53.538,160.598,1,16.0,1
22433,913,820,206,4.0,21,17.0,17,17,0.0,59,,,43.0,17.0,1:53.807,160.218,11,17.0,1
22434,913,18,1,22.0,11,,R,18,0.0,52,,,16.0,16.0,1:53.707,160.359,31,,0
22435,913,16,15,99.0,17,,R,19,0.0,40,,,10.0,18.0,1:53.948,160.02,34,,0
22436,913,821,15,21.0,14,,R,20,0.0,17,,,6.0,20.0,1:55.684,157.619,10,,0
22437,913,3,131,6.0,2,,R,21,0.0,13,,,5.0,21.0,1:56.769,156.154,10,,0
22438,913,155,207,10.0,20,,W,22,0.0,0,,,,0.0,,,131,,0
22439,914,1,131,44.0,2,1.0,1,1,25.0,44,1:51:43.021,6703021.0,39.0,1.0,1:51.600,187.322,1,1.0,1
22440,914,3,131,6.0,1,2.0,2,2,18.0,44,+9.180,6712201.0,15.0,6.0,1:52.551,185.739,1,2.0,1
22441,914,20,9,1.0,9,3.0,3,3,15.0,44,+29.122,6732143.0,32.0,3.0,1:51.915,186.795,1,3.0,1
22442,914,817,9,3.0,6,4.0,4,4,12.0,44,+38.818,6741839.0,38.0,4.0,1:52.231,186.269,1,4.0,1
22443,914,18,1,22.0,8,5.0,5,5,10.0,44,+1:07.550,6770571.0,33.0,2.0,1:51.721,187.119,1,5.0,1
22444,914,822,3,77.0,3,6.0,6,6,8.0,44,+1:53.773,6816794.0,41.0,13.0,1:54.103,183.213,1,6.0,1
22445,914,13,3,19.0,4,7.0,7,7,6.0,44,+1:55.126,6818147.0,39.0,8.0,1:53.450,184.267,1,7.0,1
22446,914,807,10,27.0,13,8.0,8,8,4.0,44,+1:55.948,6818969.0,28.0,7.0,1:52.814,185.306,1,8.0,1
22447,914,818,5,25.0,20,9.0,9,9,2.0,44,+2:07.638,6830659.0,35.0,11.0,1:53.562,184.086,1,9.0,1
22448,914,815,10,11.0,11,10.0,10,10,1.0,43,,,27.0,10.0,1:53.556,184.095,11,10.0,1
22449,914,826,5,26.0,12,11.0,11,11,0.0,43,,,25.0,12.0,1:54.021,183.345,11,11.0,1
22450,914,8,6,7.0,10,12.0,12,12,0.0,43,,,36.0,5.0,1:52.426,185.946,11,12.0,1
22451,914,821,15,21.0,15,13.0,13,13,0.0,43,,,40.0,17.0,1:55.372,181.198,11,13.0,1
22452,914,825,1,20.0,7,14.0,14,14,0.0,43,,,38.0,9.0,1:53.510,184.17,11,14.0,1
22453,914,154,208,8.0,16,15.0,15,15,0.0,43,,,28.0,16.0,1:55.302,181.308,11,15.0,1
22454,914,813,208,13.0,22,16.0,16,16,0.0,43,,,26.0,15.0,1:54.702,182.256,11,16.0,1
22455,914,828,207,9.0,17,17.0,17,17,0.0,43,,,27.0,14.0,1:54.669,182.309,11,17.0,1
22456,914,820,206,4.0,21,18.0,18,18,0.0,43,,,25.0,21.0,1:56.472,179.486,11,18.0,1
22457,914,155,207,10.0,19,19.0,19,19,0.0,43,,,29.0,18.0,1:55.641,180.776,11,19.0,1
22458,914,824,206,17.0,18,20.0,20,20,0.0,41,,,27.0,20.0,1:55.985,180.24,3,20.0,1
22459,914,16,15,99.0,14,21.0,21,21,0.0,40,,,25.0,19.0,1:55.753,180.601,3,21.0,1
22460,914,4,6,14.0,5,,R,22,0.0,2,,,,0.0,,,40,,0
22461,915,1,131,44.0,1,1.0,1,1,25.0,53,1:31:50.744,5510744.0,48.0,3.0,1:41.606,207.2,1,1.0,1
22462,915,3,131,6.0,2,2.0,2,2,18.0,53,+13.657,5524401.0,52.0,2.0,1:41.360,207.703,1,2.0,1
22463,915,822,3,77.0,3,3.0,3,3,15.0,53,+17.425,5528169.0,53.0,1.0,1:40.896,208.658,1,3.0,1
22464,915,18,1,22.0,4,4.0,4,4,12.0,53,+30.234,5540978.0,47.0,4.0,1:41.964,206.472,1,4.0,1
22465,915,825,1,20.0,11,5.0,5,5,10.0,53,+53.616,5564360.0,44.0,14.0,1:43.076,204.245,1,5.0,1
22466,915,4,6,14.0,7,6.0,6,6,8.0,53,+1:00.016,5570760.0,53.0,6.0,1:42.179,206.038,1,6.0,1
22467,915,817,9,3.0,6,7.0,7,7,6.0,53,+1:01.812,5572556.0,50.0,13.0,1:43.050,204.296,1,7.0,1
22468,915,20,9,1.0,10,8.0,8,8,4.0,53,+1:06.185,5576929.0,53.0,8.0,1:42.630,205.133,1,8.0,1
22469,915,8,6,7.0,8,9.0,9,9,2.0,53,+1:18.877,5589621.0,45.0,11.0,1:42.919,204.556,1,9.0,1
22470,915,815,10,11.0,12,10.0,10,10,1.0,53,+1:20.067,5590811.0,47.0,12.0,1:42.924,204.547,1,10.0,1
22471,915,13,3,19.0,18,11.0,11,11,0.0,53,+1:20.877,5591621.0,47.0,10.0,1:42.879,204.636,1,11.0,1
22472,915,807,10,27.0,17,12.0,12,12,0.0,53,+1:21.309,5592053.0,50.0,9.0,1:42.685,205.023,1,12.0,1
22473,915,818,5,25.0,9,13.0,13,13,0.0,53,+1:37.295,5608039.0,53.0,7.0,1:42.550,205.293,1,13.0,1
22474,915,826,5,26.0,5,14.0,14,14,0.0,52,,,52.0,5.0,1:42.022,206.355,11,14.0,1
22475,915,821,15,21.0,13,15.0,15,15,0.0,52,,,45.0,18.0,1:44.075,202.284,11,15.0,1
22476,915,16,15,99.0,14,16.0,16,16,0.0,52,,,42.0,15.0,1:43.822,202.777,11,16.0,1
22477,915,154,208,8.0,15,17.0,17,17,0.0,52,,,49.0,19.0,1:44.461,201.537,11,17.0,1
22478,915,813,208,13.0,21,18.0,18,18,0.0,52,,,50.0,17.0,1:44.030,202.372,11,18.0,1
22479,915,828,207,9.0,16,19.0,19,19,0.0,51,,,48.0,16.0,1:43.979,202.471,12,19.0,1
22480,915,155,207,10.0,19,,R,20,0.0,21,,,17.0,20.0,1:47.407,196.009,23,,0
22481,915,820,206,4.0,20,,R,21,0.0,9,,,8.0,21.0,1:48.268,194.45,22,,0
22482,916,1,131,44.0,2,1.0,1,1,25.0,56,1:40:04.785,6004785.0,49.0,4.0,1:41.929,194.712,1,1.0,1
22483,916,3,131,6.0,1,2.0,2,2,18.0,56,+4.314,6009099.0,48.0,5.0,1:41.932,194.706,1,2.0,1
22484,916,817,9,3.0,5,3.0,3,3,15.0,56,+25.560,6030345.0,33.0,7.0,1:42.831,193.004,1,3.0,1
22485,916,13,3,19.0,4,4.0,4,4,12.0,56,+26.924,6031709.0,50.0,9.0,1:42.971,192.741,1,4.0,1
22486,916,822,3,77.0,3,5.0,5,5,10.0,56,+30.992,6035777.0,55.0,6.0,1:42.505,193.617,1,5.0,1
22487,916,4,6,14.0,6,6.0,6,6,8.0,56,+1:35.231,6100016.0,47.0,2.0,1:41.474,195.585,1,6.0,1
22488,916,20,9,1.0,18,7.0,7,7,6.0,56,+1:35.734,6100519.0,50.0,1.0,1:41.379,195.768,1,7.0,1
22489,916,825,1,20.0,7,8.0,8,8,4.0,56,+1:40.682,6105467.0,29.0,14.0,1:44.287,190.309,1,8.0,1
22490,916,818,5,25.0,14,10.0,10,10,1.0,56,+1:48.863,6113648.0,17.0,12.0,1:44.180,190.504,1,10.0,1
22491,916,813,208,13.0,10,9.0,9,9,2.0,56,+1:47.870,6112655.0,38.0,11.0,1:43.808,191.187,1,9.0,1
22492,916,154,208,8.0,16,11.0,11,11,0.0,55,,,51.0,15.0,1:44.440,190.03,11,11.0,1
22493,916,18,1,22.0,12,12.0,12,12,0.0,55,,,33.0,13.0,1:44.255,190.367,11,12.0,1
22494,916,8,6,7.0,8,13.0,13,13,0.0,55,,,54.0,8.0,1:42.888,192.897,11,13.0,1
22495,916,821,15,21.0,15,14.0,14,14,0.0,55,,,47.0,10.0,1:43.006,192.676,11,14.0,1
22496,916,826,5,26.0,17,15.0,15,15,0.0,55,,,53.0,3.0,1:41.689,195.171,11,15.0,1
22497,916,807,10,27.0,13,,R,16,0.0,16,,,15.0,16.0,1:46.226,186.835,5,,0
22498,916,815,10,11.0,11,,R,17,0.0,1,,,,0.0,,,130,,0
22499,916,16,15,99.0,9,,R,18,0.0,0,,,,0.0,,,4,,0
22500,917,3,131,6.0,1,1.0,1,1,25.0,71,1:30:02.555,5402555.0,62.0,2.0,1:13.619,210.711,1,1.0,1
22501,917,1,131,44.0,2,2.0,2,2,18.0,71,+1.457,5404012.0,62.0,1.0,1:13.555,210.895,1,2.0,1
22502,917,13,3,19.0,3,3.0,3,3,15.0,71,+41.031,5443586.0,59.0,7.0,1:14.101,209.341,1,3.0,1
22503,917,18,1,22.0,5,4.0,4,4,12.0,71,+48.658,5451213.0,68.0,4.0,1:13.999,209.629,1,4.0,1
22504,917,20,9,1.0,6,5.0,5,5,10.0,71,+51.420,5453975.0,68.0,5.0,1:14.018,209.576,1,5.0,1
22505,917,4,6,14.0,8,6.0,6,6,8.0,71,+1:01.906,5464461.0,55.0,10.0,1:14.313,208.744,1,6.0,1
22506,917,8,6,7.0,10,7.0,7,7,6.0,71,+1:03.730,5466285.0,37.0,17.0,1:14.963,206.934,1,7.0,1
22507,917,807,10,27.0,12,8.0,8,8,4.0,71,+1:03.934,5466489.0,70.0,3.0,1:13.728,210.4,1,8.0,1
22508,917,825,1,20.0,7,9.0,9,9,2.0,71,+1:10.085,5472640.0,62.0,11.0,1:14.544,208.097,1,9.0,1
22509,917,822,3,77.0,4,10.0,10,10,1.0,70,,,64.0,9.0,1:14.229,208.98,11,10.0,1
22510,917,826,5,26.0,17,11.0,11,11,0.0,70,,,62.0,8.0,1:14.144,209.219,11,11.0,1
22511,917,813,208,13.0,16,12.0,12,12,0.0,70,,,47.0,14.0,1:14.810,207.357,11,12.0,1
22512,917,818,5,25.0,15,13.0,13,13,0.0,70,,,65.0,13.0,1:14.774,207.457,11,13.0,1
22513,917,821,15,21.0,11,14.0,14,14,0.0,70,,,64.0,16.0,1:14.875,207.177,11,14.0,1
22514,917,815,10,11.0,18,15.0,15,15,0.0,70,,,70.0,12.0,1:14.550,208.08,11,15.0,1
22515,917,16,15,99.0,13,16.0,16,16,0.0,70,,,42.0,15.0,1:14.834,207.29,11,16.0,1
22516,917,154,208,8.0,14,17.0,17,17,0.0,63,,,63.0,6.0,1:14.070,209.428,18,17.0,1
22517,917,817,9,3.0,9,,R,18,0.0,39,,,30.0,18.0,1:15.387,205.77,22,,0
22518,918,1,131,44.0,2,1.0,1,1,50.0,55,1:39:02.619,5942619.0,49.0,4.0,1:45.599,189.342,1,1.0,1
22519,918,13,3,19.0,4,2.0,2,2,36.0,55,+2.576,5945195.0,47.0,2.0,1:44.826,190.738,1,2.0,1
22520,918,822,3,77.0,3,3.0,3,3,30.0,55,+28.880,5971499.0,54.0,6.0,1:45.727,189.113,1,3.0,1
22521,918,817,9,3.0,20,4.0,4,4,24.0,55,+37.237,5979856.0,50.0,1.0,1:44.496,191.341,1,4.0,1
22522,918,18,1,22.0,6,5.0,5,5,20.0,55,+1:00.334,6002953.0,47.0,9.0,1:46.739,187.32,1,5.0,1
22523,918,807,10,27.0,12,6.0,6,6,16.0,55,+1:02.148,6004767.0,47.0,7.0,1:45.777,189.024,1,6.0,1
22524,918,815,10,11.0,11,7.0,7,7,12.0,55,+1:11.060,6013679.0,49.0,8.0,1:45.808,188.968,1,7.0,1
22525,918,20,9,1.0,19,8.0,8,8,8.0,55,+1:12.045,6014664.0,51.0,3.0,1:45.552,189.427,1,8.0,1
22526,918,4,6,14.0,8,9.0,9,9,4.0,55,+1:25.813,6028432.0,45.0,12.0,1:47.424,186.126,1,9.0,1
22527,918,8,6,7.0,7,10.0,10,10,2.0,55,+1:27.820,6030439.0,46.0,16.0,1:47.736,185.586,1,10.0,1
22528,918,825,1,20.0,9,11.0,11,11,0.0,55,+1:30.376,6032995.0,37.0,10.0,1:46.824,187.171,1,11.0,1
22529,918,818,5,25.0,10,12.0,12,12,0.0,55,+1:31.947,6034566.0,50.0,5.0,1:45.686,189.186,1,12.0,1
22530,918,154,208,8.0,18,13.0,13,13,0.0,54,,,35.0,17.0,1:47.897,185.31,11,13.0,1
22531,918,3,131,6.0,1,14.0,14,14,0.0,54,,,17.0,11.0,1:46.869,187.092,11,14.0,1
22532,918,821,15,21.0,14,15.0,15,15,0.0,54,,,43.0,15.0,1:47.698,185.652,11,15.0,1
22533,918,16,15,99.0,13,16.0,16,16,0.0,54,,,44.0,14.0,1:47.508,185.98,11,16.0,1
22534,918,829,207,46.0,17,17.0,17,17,0.0,54,,,47.0,18.0,1:48.398,184.453,11,17.0,1
22535,918,155,207,10.0,16,,R,18,0.0,42,,,38.0,13.0,1:47.431,186.113,31,,0
22536,918,813,208,13.0,15,,R,19,0.0,26,,,9.0,20.0,1:48.933,183.547,131,,0
22537,918,826,5,26.0,5,,R,20,0.0,14,,,10.0,19.0,1:48.748,183.859,131,,0
22538,926,1,131,44.0,1,1.0,1,1,25.0,58,1:31:54.067,5514067.0,50.0,1.0,1:30.945,209.915,1,1.0,1
